,date,user_loc,message,full_name,country,country_code,geo_code
122,2020-01-11 11:06:18,Glasgow/Inverness,Thousands of Scottish Independence supporters are braving the torrential Glasgow weather to march through the city… https://t.co/747fP05EGL,"Glasgow, Scotland",United Kingdom,GB,[-4.241751 55.858303]
123,2020-01-11 11:25:51,Mighty Vale of Leven,We’re oan the move #indyref2 #AUOBGlasgow #Vale on tour #Scotland #independence https://t.co/ml0F11b6Lh,Kelvingrove Park,United Kingdom,GB,[-4.284046 55.868786]
124,2020-01-11 11:26:53,Dundee,I wish I could be there today 😭 so proud of everyone especially all my family members marching for Indy xxx… https://t.co/AtpXEPYvV6,"Killin, Scotland",United Kingdom,GB,[-4.322778 56.46694 ]
125,2020-01-11 11:27:59,The Great Burgh of Clydebank,#Bankies oan the move #AUOBGlasgow #indyref2 #Scotland 🏴󠁧󠁢󠁳󠁣󠁴󠁿🏴󠁧󠁢󠁳󠁣󠁴󠁿🏴󠁧󠁢󠁳󠁣󠁴󠁿 #independence https://t.co/3H90ef8bJ7,Kelvingrove Park,United Kingdom,GB,[-4.284046 55.868786]
126,2020-01-11 11:34:11,Glasgow,A wee bit of rain is not going to stop us! #indyref2 #AUOBGlasgow https://t.co/ATjQzFh1yE,"Glasgow, Scotland",United Kingdom,GB,[-4.241751 55.858303]
127,2020-01-11 11:36:16,Scotland,@strategy_x @HeartScotNews They are not doing it for either though. They are doing it to give the country of Scotla… https://t.co/TkKg0RAXyy,"Airdrie, Scotland",United Kingdom,GB,[-3.965435 55.867206]
128,2020-01-11 11:51:55,Aylesbury,"""Crowds gather in Glasgow to march for Scottish independence""  https://t.co/hTwCs0xC0h","Aylesbury, England",United Kingdom,GB,[-0.815504 51.815671]
129,2020-01-11 12:00:31,"Chester, England","Because I support independence for Scotland, this member of the House of Lords implies I have no concern for equal… https://t.co/WMPUdwP0y7","Chester, England",United Kingdom,GB,[-2.894882 53.19735 ]
130,2020-01-11 12:02:18,Siorrachd Dhùn Breatann,#AUOBGlasgow mind the #rain is a national resource .... let it rain ☔️ #independence #indyref2 #Scotland 🏴󠁧󠁢󠁳󠁣󠁴󠁿… https://t.co/MuOB3bz9Qd,"Glasgow, Scotland",United Kingdom,GB,[-4.241751 55.858303]
131,2020-01-11 12:03:06,"Glasgow, Scotland",Big Scottish independence rally today https://t.co/2yEQPO3jAC,"Glasgow, Scotland",United Kingdom,GB,[-4.241751 55.858303]
132,2020-01-11 12:08:08,"Glasgow, Scotland",Is the #AUOB #indyref2 March a form of civil disobedience?,"Glasgow, Scotland",United Kingdom,GB,[-4.241751 55.858303]
133,2020-01-11 12:19:03,"Glasgow, Scotland",Picked up lots of nice people going to the #IndyMarch at Kelvingrove. Seems to be a large crowd considering the hor… https://t.co/OtERF9JZ6J,"Scotland, United Kingdom",United Kingdom,GB,[-4.200441 57.739454]
134,2020-01-11 13:04:41,"Glasgow, Scotland","All Under One Banner! #independance #scotland #indyref2 #glasgow #march .
🎥 Lucy Napier @ Glasgow, United Kingdom https://t.co/0Z2X9DUrzN","Glasgow, Scotland",United Kingdom,GB,[-4.241751 55.858303]
135,2020-01-11 13:05:30,United Kingdom,"An estimated 100,000 people have turned out in support of Scottish independence, numbers are   Expected to rise and… https://t.co/xQyUQHSEIA","Glasgow, Scotland",United Kingdom,GB,[-4.241751 55.858303]
136,2020-01-11 13:06:35,"Glasgow, Scotland",What time does the independence march start today? #glasgow #indyref2,"Glasgow, Scotland",United Kingdom,GB,[-4.241751 55.858303]
137,2020-01-11 13:16:08,HAWICK,The turnout seems truly incredible on a driech day in Glasgow. Proud of you all 🏴󠁧󠁢󠁳󠁣󠁴󠁿💙 #AUOB #AUOBGlasgow… https://t.co/HokMOW5W1N,"Hawick, Scotland",United Kingdom,GB,[-2.772015 55.428405]
138,2020-01-11 13:18:01,"Glasgow, Scotland",Imagine voting for Scottish dependence wouldny be me x #AUOBGlasgow #indyref2,"Glasgow, Scotland",United Kingdom,GB,[-4.241751 55.858303]
139,2020-01-11 13:37:26,"Aberdeen, Scotland",@NicolaSturgeon If they'd recognised the Scottish peoples right in the first place and didnt scaremonger we probabl… https://t.co/plIb6rWAI6,"Aberdeen, Scotland",United Kingdom,GB,[-2.12704  57.160556]
140,2020-01-11 13:48:51,"Glasgow, Scotland","Yes meets No
 #indyref2 #IndyMarch https://t.co/oPguzdjDwf",Four Corners,United Kingdom,GB,[-4.256752 55.858364]
141,2020-01-11 14:12:14,Cornwall UK or Gibraltar,"@LeithWhisky @rosscolquhoun @NicolaSturgeon And I should worry about what a columnist in the New York Times thinks,… https://t.co/K1oaqeGD11",Gibraltar,Gibraltar,GI,[-5.352502 36.132363]
142,2020-01-11 14:22:53,"Glasgow, Scotland","#indyref2 allunderonebanner This was amazing, initial estimates are 80,000 people showed up in the pouring rain to… https://t.co/gbwRTiLoOD","Glasgow, Scotland",United Kingdom,GB,[-4.241751 55.858303]
143,2020-01-11 14:23:41,"Glasgow, Scotland","Marching #auob #auobglasgow #indyref2 #scotland .
📷 Lucy Napier @ Glasgow, United Kingdom https://t.co/UeOsm9cYCC","Glasgow, Scotland",United Kingdom,GB,[-4.241751 55.858303]
144,2020-01-11 14:24:58,"Glesga, Scotland",Great turnout for #Independence #indyref2 despite #glasgow finest weather 🏴󠁧󠁢󠁳󠁣󠁴󠁿💦 https://t.co/xZ1vsVsut1,"Glasgow, Scotland",United Kingdom,GB,[-4.241751 55.858303]
145,2020-01-11 14:28:48,"Glasgow, Scotland",hopefully Scottish independence is a long and protracted process needing more marches because today has done absolu… https://t.co/ErJuCuzTkq,"Glasgow, Scotland",United Kingdom,GB,[-4.241751 55.858303]
146,2020-01-11 14:30:17,"Glasgow, Scotland","Marching on Hope St...
.
#auob #auobglasgow #indyref2 
.
.
📷 Lucy Napier @ Hope Street https://t.co/UOocllVtoq","Glasgow, Scotland",United Kingdom,GB,[-4.241751 55.858303]
147,2020-01-11 14:30:54,Glasgow,Very wet but spirits not dampened in the slightest. Marching for democracy. #indyref2 #AUOBGlasgow https://t.co/Eu3rJ7JcbP,"Glasgow, Scotland",United Kingdom,GB,[-4.241751 55.858303]
148,2020-01-11 14:33:53,Glasgow Scotland ,After getting soaked ☔️☔️ at the @AUOBALBA #indyref2 march I’m away to @Village_Hotels for a sauna 🧖‍♂️ &amp; swim 🏊‍♂️ https://t.co/5t13tXGCVV,"Glasgow, Scotland",United Kingdom,GB,[-4.241751 55.858303]
149,2020-01-11 14:41:22,"Glasgow, Scotland","St George’s Cross at a standstill #peoplepower #indyref2 #indyref2020 Great rally today for Indy Ref2, despite the… https://t.co/vF8FIHQuxl","Glasgow, Scotland",United Kingdom,GB,[-4.241751 55.858303]
150,2020-01-11 14:44:58,World,So chocked that a day care centre closed where a Tory MP has been elected! A court has just ordered for the centre… https://t.co/H21cvD7Zaa,"Ålesund, Norway",Norway,NO,[ 6.311952 62.464714]
151,2020-01-11 14:46:06,,"I am an Englishman. I think that Scotland has a right to determine its own future, whether as part of the United Ki… https://t.co/jKdAyg7fAO","Faversham, England",United Kingdom,GB,[ 0.889186 51.312931]
152,2020-01-11 14:47:48,Fife,This is Scotland's time #indyref2 https://t.co/jAAo3n8BGX,"Glasgow, Scotland",United Kingdom,GB,[-4.241751 55.858303]
153,2020-01-11 14:50:02,"Pimlico Village, London",The Scotts marching for #indyref2020 #indyref2 https://t.co/HucP8LEuoM,"London, England",United Kingdom,GB,[-0.148936 51.500092]
154,2020-01-11 14:52:18,Glasgow,What rain? Incredible turnout and atmosphere @AUOBALBA Glasgow March #AUOBGlasgow #auob #indyref2020 #indyref2 https://t.co/UK7PZf7bZJ,"Glasgow, Scotland",United Kingdom,GB,[-4.241751 55.858303]
155,2020-01-11 14:54:54,World,@STVNews @AUOBALBA So many women marching! The time is now and all ages the time is counted! We want this country i… https://t.co/sQy7Jt1wTX,"Ålesund, Norway",Norway,NO,[ 6.311952 62.464714]
156,2020-01-11 14:56:57,"Glasgow, Scotland","The march continues #indyref2 #independence #scotland #glasgow #indyref #independancemarch @ Glasgow, United Kingdom https://t.co/yhMdSFu8Cu","Glasgow, Scotland",United Kingdom,GB,[-4.241751 55.858303]
157,2020-01-11 14:57:43,World,@AngryScotland Scotland will choose its government and it will be what it will be but at least it will be ours #indyref2 only solution,"Ålesund, Norway",Norway,NO,[ 6.311952 62.464714]
158,2020-01-11 15:03:33,Siorrachd Dhùn Breatann,Fair drookit but it didnae stop @ValeofLevenSNP @DumbartonSNP plus @clydebank_snp &amp; local #Yes groups marching for… https://t.co/Zczj4Gr9tg,"Glasgow, Scotland",United Kingdom,GB,[-4.241751 55.858303]
159,2020-01-11 15:08:07,"Selkirk, Scotland","For the same reason that approx 80,000 Independence supporters Marched for Scottish Independence #AUOB today at Gla… https://t.co/o42lDDrUiH","Selkirk, Scotland",United Kingdom,GB,[-2.8452   55.550828]
160,2020-01-11 15:08:50,"Dublin, Ireland",@Neil_MacKay5 Go on the Scots! 🏴󠁧󠁢󠁳󠁣󠁴󠁿 #freedom #indyref2 @SanTheScot,"South Dublin, Ireland",Ireland,IE,[-6.399521 53.273503]
161,2020-01-11 15:13:21,"Arizona, USA","Im a world away from you lads, but with you in spirit!!!

#indyref2 #indyref2020 #Glasgow #glasgowMarch… https://t.co/aQMcqrEx7A","Picture Rocks, AZ",United States,US,[-111.21167    32.329007]
162,2020-01-11 15:15:30,"Glasgow, Scotland",Scenes when the unionists think they’ve won #indyref2 but then realise they forgot to add Kurt Angle to the mix https://t.co/8ezQMyirOk,"Glasgow, Scotland",United Kingdom,GB,[-4.241751 55.858303]
163,2020-01-11 15:27:10,glasgow,Me and old Tam yyyyyyaaaaaassssss 🏴󠁧󠁢󠁳󠁣󠁴󠁿#indyref2 #dissolvetheunion 🏴󠁧󠁢󠁳󠁣󠁴󠁿 https://t.co/ugGXQsd5jV,"Glasgow, Scotland",United Kingdom,GB,[-4.241751 55.858303]
164,2020-01-11 15:27:16,"Kingdom of Fife, Scotland",WTF? #Indyref2 #FreeTheUnicorn it's time to #DissolveTheUnion https://t.co/wws9zhji6i,"Anstruther, Scotland",United Kingdom,GB,[-2.696332 56.223206]
165,2020-01-11 15:29:08,"Nijmegen, Nederland",The Proclaimers 500 Miles has just started playing in the supermarket whislt I'm stressing over pasta and now I'm c… https://t.co/9VotjRm6Mb,"Nijmegen, Nederland",The Netherlands,NL,[ 5.832956 51.842648]
166,2020-01-11 15:32:13,Glasgow,Wet but worth it! #indyref2 #AUOBGlasgow #scotland https://t.co/RSKbFGVrkm,"Glasgow, Scotland",United Kingdom,GB,[-4.241751 55.858303]
167,2020-01-11 15:33:15,,"2020 is the year of getting smaller for the EU  and  UK.  The EU will contract in 2020 losing the UK , subsequently… https://t.co/jKyonV0KYu","Kolkata, India",India,IN,[88.352242 22.612706]
168,2020-01-11 15:46:34,Clydebank.,I was hoping to photograph my balls at the head of the #AUOB Rally For Scottish Independence in Glasgow today in th… https://t.co/h74xS2OWQI,"Clydebank, Scotland",United Kingdom,GB,[-4.42515  55.910873]
169,2020-01-11 15:46:45,"Aberdeen, Scotland","There are going to be a few “propaganda victims” mightily pissed off at this, with much butthurt, denials &amp; spoutin… https://t.co/LYQpjTvBld","Aberdeen, Scotland",United Kingdom,GB,[-2.12704  57.160556]
170,2020-01-11 15:47:34,Central Scotland ,This is just a snippet of the independence movement in Scotland. Today was a yellow warning for heavy rain. These m… https://t.co/QCy3KL6Gid,"Stoneywood, Scotland",United Kingdom,GB,[-3.919567 56.019801]
171,2020-01-11 15:50:10,"London, England","Protesters demand Scottish independence in Glasgow march

Do they get a vote every 6 yrs until the outcome is what… https://t.co/TMnPBwb2G4","Hillingdon, London",United Kingdom,GB,[-0.442361 51.537061]
172,2020-01-11 15:50:29,"Peterborough, England, UK",Protesters demand Scottish independence in Glasgow march https://t.co/X3jNMtzvF5 via @MailOnline @BorisJohnson,"Peterborough, England",United Kingdom,GB,[-0.265658 52.583268]
173,2020-01-11 15:59:02,“Scotland🏴󠁧󠁢󠁳󠁣󠁴󠁿”,"Soaked but happy!  
Electric atmosphere in Glasgow today #indyref2 #IndyMarch #AUOB https://t.co/WrMEaCdvQh https://t.co/GrduCMF46t","Scotland, United Kingdom",United Kingdom,GB,[-4.200441 57.739454]
174,2020-01-11 16:02:48,Glasgow,"If we let the rain stop us, Scotland will never be independent.

What an atmosphere, partying in the rain. 🏴󠁧󠁢󠁳󠁣󠁴󠁿🌍… https://t.co/twHXufic1l","Glasgow, Scotland",United Kingdom,GB,[-4.241751 55.858303]
175,2020-01-11 16:08:57,Ecosse,Spot on there! #AUOB #indyref2 https://t.co/pUjkM50MCa,"Glasgow, Scotland",United Kingdom,GB,[-4.241751 55.858303]
176,2020-01-11 16:12:04,Edinburgh,"Half-way point #auobglasgow #auob #indyref2 @ Glasgow, United Kingdom https://t.co/NLD1zXRdBR","Glasgow, Scotland",United Kingdom,GB,[-4.241751 55.858303]
177,2020-01-11 16:49:09,,"Awesome day marching in the rain for #indyref2 with an estimated 80,000. Can't wait for the next one!

#indyref2020… https://t.co/QQHXXAiktn","Glasgow, Scotland",United Kingdom,GB,[-4.241751 55.858303]
178,2020-01-11 16:50:27,Aberdeen ,"@blondiesa @JerkerKnee Haha aye, we’re pure starving for it.
Wastemonster had best suck it up 😂😂
This is game on #IndyRef2 🏴󠁧󠁢󠁳󠁣󠁴󠁿","Laurencekirk, Scotland",United Kingdom,GB,[-2.468416 56.833311]
179,2020-01-11 17:05:43,World,@MrAndyNgo People are bad for the environment will be the next stage! Can’t believe the Nazi didn’t get this idea!… https://t.co/A4RvomgPAL,"Ålesund, Norway",Norway,NO,[ 6.311952 62.464714]
180,2020-01-11 17:10:41,"Austin, TX","@TheCEOinspace @cccammy1 Many, or a few? Also fascism doesn’t mean right wing. So again, is your argument that the… https://t.co/e1fLBsfY23","Austin, TX",United States,US,[-97.754724  30.323346]
181,2020-01-11 17:10:52,World,There is a market emerging for maroon passport covers for an entrepreneur. Blue is so Pre- boomer! #brexit #indyref2,"Ålesund, Norway",Norway,NO,[ 6.311952 62.464714]
182,2020-01-11 17:12:50,"Glasgow, Scotland",One of the things I love about Indy marches is the inter generational demographics. Kids to pensioners and everythi… https://t.co/4gwZkSa9HM,"Glasgow, Scotland",United Kingdom,GB,[-4.241751 55.858303]
183,2020-01-11 17:15:25,World,@paulhutcheon And then they realised the daily mail had appointed a complete tosser to write in their paper #indyref2,"Ålesund, Norway",Norway,NO,[ 6.311952 62.464714]
184,2020-01-11 17:17:58,World,@RobertMiggins #Dailymail and #BBC have reported that there were two dogs and a cat demonstrating in Glasgow today... #indyref2 is coming,"Ålesund, Norway",Norway,NO,[ 6.311952 62.464714]
185,2020-01-11 17:25:07,Cambridge UK,"@timothy80431407 @NicolaSturgeon Not in near future. You’d have more chance moving to N Ireland.
Scotland won’t be… https://t.co/oPMUXPWXJ8","Great Shelford, England",United Kingdom,GB,[ 0.139216 52.153849]
186,2020-01-11 17:25:54,,Would love to know how waving they gay pride flags have anything to do with Scottish independence. Question it and… https://t.co/0L3AIPEL9N,"Glasgow, Scotland",United Kingdom,GB,[-4.241751 55.858303]
187,2020-01-11 17:30:44,The Fourth Estate ,"I see umbrellas. Out even when the weather is rubbish. #Respect ✊🏾✌🏾

You’re all #heroes ! 

 #IndyRef2 https://t.co/1ULhdZzGu2","Amherst, NY",United States,US,[-78.764632  43.009117]
188,2020-01-11 17:31:05,Glasgow,Favourite of the day - how good is this?!? #hope #indyref2 #AUOB https://t.co/6QrMSLCbL6,"Glasgow, Scotland",United Kingdom,GB,[-4.241751 55.858303]
189,2020-01-11 17:31:50,The Fourth Estate ,"You’ll get there, no worries! ✊🏾✌🏾 #IndyRef2 https://t.co/gJYstSwYXl","Amherst, NY",United States,US,[-78.764632  43.009117]
190,2020-01-11 17:35:06,The Fourth Estate ,Catching up on news from across the pond over #lunch . #ScottishTwitter is giving me the #WarmNFuzzies today.… https://t.co/qmlE0cIRgx,"Amherst, NY",United States,US,[-78.764632  43.009117]
191,2020-01-11 17:39:11,The Fourth Estate ,"You’ll  get there! 💙🤍🏴󠁧󠁢󠁳󠁣󠁴󠁿

#Scotland is too good for Tory bullshit ! 

#indyref2 https://t.co/wPZal8tdJy","Amherst, NY",United States,US,[-78.764632  43.009117]
192,2020-01-11 17:41:56,"Edinburgh, Scotland",When I was out getting a haircut today I found the original irn bru in Asda (Tartan to show allegiance to the Glasg… https://t.co/hBfEw7wgfH,"Scotland, United Kingdom",United Kingdom,GB,[-4.200441 57.739454]
193,2020-01-11 17:44:45,World,@Grouse_Beater Women were there in thousands! They can wear whatever they want they are there and it’s what counts!… https://t.co/nNuVzGVRJf,"Ålesund, Norway",Norway,NO,[ 6.311952 62.464714]
194,2020-01-11 17:47:13,World,@StevePeers Toryland for you! #indyref2 for us,"Ålesund, Norway",Norway,NO,[ 6.311952 62.464714]
195,2020-01-11 17:50:14,SCOTLAND,@jamiegreeneUK In 2021 the list will be smaller and you won't make it #indyref2,"East Calder, Scotland",United Kingdom,GB,[-3.457664 55.893008]
196,2020-01-11 17:58:50,Ayrshire,"Looks like the anti-democracy marchers had fun today.

#AUOBGlasgow #AUOB #indyref2 #indyref2020 https://t.co/AP7Q0pimwt","Ayr, Scotland",United Kingdom,GB,[-4.624917 55.466068]
197,2020-01-11 18:12:45,World,@Grouse_Beater We don’t need kilt to vote for independence! Don’t think don’t like wear my kilt but what counts num… https://t.co/lAUY6mIqr2,"Ålesund, Norway",Norway,NO,[ 6.311952 62.464714]
198,2020-01-11 18:13:43,Scotland,"Great wet day marching for#independence#indyref2 in #glasgow @ Woodlands, Glasgow https://t.co/tXbsJPFAKL","Glasgow, Scotland",United Kingdom,GB,[-4.241751 55.858303]
199,2020-01-11 18:24:13,"Callander, Scotland",@Channel4News @BBCNews @SkyNews @itvnews @Reuters Anyone covering this? #indyref2020 #indyref2 #AUOBGlasgow… https://t.co/bueqPfHXax,"Callander, Scotland",United Kingdom,GB,[-4.20421  56.239803]
200,2020-01-11 18:34:18,St Andrews,Amazing day with a hundred thousand like minded folk. #indyref2 https://t.co/gXT9V8ydXS,"Glasgow, Scotland",United Kingdom,GB,[-4.241751 55.858303]
201,2020-01-11 18:36:10,"Glasgow, Scotland",Watching this and I see I wasn't the only one with a #caithness flag at today's march (although I wore mine like a… https://t.co/JiTKDsoml9,"Glasgow, Scotland",United Kingdom,GB,[-4.241751 55.858303]
202,2020-01-11 18:44:12,"Glasgow, Scotland","A picture says a thousand words! 🏴󠁧󠁢󠁳󠁣󠁴󠁿
#ScottishIndependence #ScotlandsRightToChoose #ScotlandDeservesBetter… https://t.co/Jpwhcq4gTp","Glasgow, Scotland",United Kingdom,GB,[-4.241751 55.858303]
203,2020-01-11 19:12:46,"Glasgow, Scotland","@FinnOBeyts Because, it seems, RL brought the proposal to the SEC meeting to hold a special conference about IndyRe… https://t.co/Da20V4jXqn","Glasgow, Scotland",United Kingdom,GB,[-4.241751 55.858303]
204,2020-01-11 19:17:32,Liverpool (via North Ayrshire),Marchers on Glasgow demo demand Scottish independence and end to Tory rule https://t.co/8e34w4eKE0 via @SocialistWorker,"Liverpool, England",United Kingdom,GB,[-2.915427 53.419878]
205,2020-01-11 19:17:50,The Fourth Estate ,"You’re beautiful, #Scotland ! #AUOBGlasgow #indyref2 https://t.co/8pVlkruSBK","Amherst, NY",United States,US,[-78.764632  43.009117]
206,2020-01-11 19:18:46,"Glasgow, Scotland",So many people are angry about some of the more corse language used on signs at #AUOBGlasgow are the same people wh… https://t.co/v0de61XiEi,"Glasgow, Scotland",United Kingdom,GB,[-4.241751 55.858303]
207,2020-01-11 19:19:07,In a Big Country,@HarryT64975273 It’s probably still about 45-48% yes and 55-52% no which is not good enough to call #indyref2. It n… https://t.co/YlQ5U5s33K,"Haddington, Scotland",United Kingdom,GB,[-2.79078  55.952625]
208,2020-01-11 19:19:39,The Fourth Estate ,"Your sign game is always ON POINT, #Scotland ! #Respect

#AUOBGlasgow #indyref2 https://t.co/B5KBHt5fYC","Amherst, NY",United States,US,[-78.764632  43.009117]
209,2020-01-11 19:25:01,"Broughty Ferry, Dundee",@Channel4News can report on protests in Iran today but no mention of the 80k marching in Glasgow 🤔🤔🤔… https://t.co/uHGP2EKC5g,"Dundee, Scotland",United Kingdom,GB,[-2.955045 56.476952]
210,2020-01-11 19:26:21,The Fourth Estate ,"I 💙 you, #Scotland .

Like

For serious 

#AUOBGlasgow #indyref2 https://t.co/4fQSzpAgrt","Amherst, NY",United States,US,[-78.764632  43.009117]
211,2020-01-11 19:27:17,"Glasgow, Scotland",Orange/irish walks are horrible but some of the videos I've seen from that Scottish independence walk today are on another level of mongo,"Muirhead, Scotland",United Kingdom,GB,[-4.106149 55.902072]
212,2020-01-11 19:28:02,The Fourth Estate ,"So I think #Scotland is trying to tell us they want #OUT ! 

#IndyRef2 #AUOBGlasgow https://t.co/PpiIOVKArB","Amherst, NY",United States,US,[-78.764632  43.009117]
213,2020-01-11 19:35:33,"ÜT: 56.4643214,-2.9662589",Once again our beautiful SCOTLAND took to the streets  ...every single person -ALL(of them) UNDER ONE BANNER… https://t.co/O6drt4TRKw,"Dundee, Scotland",United Kingdom,GB,[-2.955045 56.476952]
214,2020-01-11 19:38:48,The Fourth Estate ,"@CharlieTully3 @weecass1888 Just a hunch! 🤷🏽‍♀️😉

(Sending all the love &amp; solidarity in the world. Don’t stop till… https://t.co/ZQXUPBkIg1","Amherst, NY",United States,US,[-78.764632  43.009117]
215,2020-01-11 19:43:41,"Lesmahagow, Scotland",Ceilidh dancing on the streets. Scottish independence is coming! https://t.co/wGLj4mUy5D,"Lesmahagow, Scotland",United Kingdom,GB,[-3.889755 55.634913]
216,2020-01-11 19:51:37,"Broughty Ferry, Dundee","@SocialM85897394 @auldcrofter Cannae wait!!!! 🏴󠁧󠁢󠁳󠁣󠁴󠁿🏴󠁧󠁢󠁳󠁣󠁴󠁿🏴󠁧󠁢󠁳󠁣󠁴󠁿
#indyref2
#dissolveTheUnion
#YouYesYet
#ItsTime","Dundee, Scotland",United Kingdom,GB,[-2.955045 56.476952]
217,2020-01-11 19:58:00,"Broughty Ferry, Dundee","The battle has well and truly begun 🏴󠁧󠁢󠁳󠁣󠁴󠁿🏴󠁧󠁢󠁳󠁣󠁴󠁿🏴󠁧󠁢󠁳󠁣󠁴󠁿
#indyref2
#dissolveTheUnion
#YouYesYet
#ItsTime https://t.co/exQ27pOqH6","Dundee, Scotland",United Kingdom,GB,[-2.955045 56.476952]
218,2020-01-11 20:17:22,Glasvegas,"Anti Poll Tax demonstration, Buchanan Street Glasgow, 1989.
In the pishing rain with my pals. I was 18.
Glasgow alw… https://t.co/EqvfU5xS9F","Glasgow, Scotland",United Kingdom,GB,[-4.241751 55.858303]
219,2020-01-11 20:24:07,"Glasgow, Scotland","Scotland independence #Indyref2 march

Over 100,000 Scots turned up in torrential rain &amp; cold weather 2send a clear… https://t.co/hMjWjIVKFt","Glasgow, Scotland",United Kingdom,GB,[-4.241751 55.858303]
220,2020-01-11 20:27:54,Clydebank,What a fantastic day!🏴󠁧󠁢󠁳󠁣󠁴󠁿 #scotland #indyref2 #independence #AUOBGlasgow2020 #Glasgow https://t.co/9yJcaL7xMx,"Clydebank, Scotland",United Kingdom,GB,[-4.42515  55.910873]
221,2020-01-11 20:29:12,"Edinburgh, Scotland",Despite the wild weather the atmosphere was electric. So many beautiful people marching to free our country. #auob… https://t.co/ukV5XG0g2t,"Glasgow, Scotland",United Kingdom,GB,[-4.241751 55.858303]
222,2020-01-11 20:35:01,Aberdeen,@HackneyAbbott What you need to realise some media outlets are less than truthful “Trust me on this I know” if live… https://t.co/u87nPqBAUL,"Aberdeen, Scotland",United Kingdom,GB,[-2.12704  57.160556]
223,2020-01-11 20:35:09,Scotland,"I was really wanting the samba band to be at the start of the next #AUOB march, but bloody hell we'd never get away… https://t.co/h4zEFNLS9L","Coatbridge, Scotland",United Kingdom,GB,[-4.031101 55.859916]
224,2020-01-11 20:40:55,Warwickshire/Morayshire,"The “Labour should back #indyref2” crew is basically a half-a-dozen nationalist entryists, a few dozen hipster Trot… https://t.co/DWndWb8Id1","Leamington Spa, England",United Kingdom,GB,[-1.53142  52.293263]
225,2020-01-11 20:48:48,Leith,@GISP_Tweets @CheeseMacro @PatriciaNPino I have a different take on UK and EU politics as a Scottish independence c… https://t.co/PdqOuIsaX1,"Edinburgh, Scotland",United Kingdom,GB,[-3.203008 55.943196]
226,2020-01-11 20:57:16,"Callander, Scotland",@euanmccolm @mjmacdonald1985 The arguments against Scottish independence are getting thinner with every passing Wes… https://t.co/AbzpGq0YoE,"Callander, Scotland",United Kingdom,GB,[-4.20421  56.239803]
227,2020-01-11 21:49:17,United Kingdom,"Marchers on Glasgow demo demand Scottish independence and end to Tory rule

https://t.co/pWH5ziP3ZJ","Gainsborough, England",United Kingdom,GB,[-0.764375 53.393394]
228,2020-01-11 21:49:38,"glasgow , scotland","@BorisJohnson give us 🏴󠁧󠁢󠁳󠁣󠁴󠁿 what we want , 80000 marching through Glasgow today , give us the power , let our voi… https://t.co/McfmpJSIav","Glasgow, Scotland",United Kingdom,GB,[-4.241751 55.858303]
229,2020-01-11 21:59:13,"Kirkcaldy, Scotland",@Deficit_Hawk @DaftLimmy Hmm Nicola Sturgeon has asked for the power to hold indyref2 but Westminster wants to bloc… https://t.co/s7oDwncfx7,"Glenrothes, Scotland",United Kingdom,GB,[-3.176004 56.196734]
230,2020-01-11 22:02:41,Glasgow,Thousands of independence supporters march in Glasgow https://t.co/fbjbrGssPn,"Skelmorlie, Scotland",United Kingdom,GB,[-4.882832 55.865187]
231,2020-01-11 22:17:35,,@Beverle33904477 @jimgibs0n @theSNP Oh #YES I remember the 'discussions' well. Yet 40 years + later they tell us th… https://t.co/px7qwWITor,"Watford, East",United Kingdom,GB,[-0.392275 51.668078]
232,2020-01-11 22:18:53,Scotland,@stillhere_just @Iromg I voted no but have changed my mind and I’m not alone #indyref2 🏴󠁧󠁢󠁳󠁣󠁴󠁿,"Fort William, Scotland",United Kingdom,GB,[-5.116402 56.807712]
233,2020-01-11 22:22:43,"Paisley, Scotland","3 things I want 
1. Scottish independence
2. Trident to be scrapped
3. The monarch to be abolished","Paisley, Scotland",United Kingdom,GB,[-4.424785 55.834731]
234,2020-01-11 22:31:40,"Scotland, United Kingdom",New PM in Taiwan reported on @BBCNews but no #AUOBGlasgow where to 1.6% of population marched in support of Scottish Independence.,"Scotland, United Kingdom",United Kingdom,GB,[-4.200441 57.739454]
235,2020-01-11 22:59:25,Kinross,@ChristineF0wler @davidmacdougall @nickeardleybbc @mchaggisboss They know as does David that this year will see Sco… https://t.co/AUtJyn3gk1,"Kinross, Scotland",United Kingdom,GB,[-3.42603  56.207934]
236,2020-01-11 23:18:08,"Edinburgh, Scotland","🇫🇷 Le Monde: “Several tens of thousands of Scots demonstrated in the rain in Glasgow this Saturday, January 11, to… https://t.co/E8y3mtUteL","Edinburgh, Scotland",United Kingdom,GB,[-3.203008 55.943196]
237,2020-01-11 23:18:14,"Edinburgh, Scotland","The article also covers the recent positive comments about Scottish independence by Labour MP, Ben Bradshaw.","Edinburgh, Scotland",United Kingdom,GB,[-3.203008 55.943196]
238,2020-01-11 23:25:36,"Arbroath, Scotland","Just about dried out after marching in Glasgow 🏴󠁧󠁢󠁳󠁣󠁴󠁿 #AUOBGlasgow2020
Hope to see you all at the Arbroath March i… https://t.co/LvfLeGWnLF","Kirkton, Scotland",United Kingdom,GB,[-2.769136 56.588716]
